model,dataset,T,seed,depth,ann_accuracy,snn_accuracy,accuracy_drop,total_spikes,avg_spikes_per_sample,total_neurons,spike_density,snn_latency_ms_per_sample,ann_latency_ms_per_sample,E_SNN_pJ,E_ANN_pJ,energy_ratio,synops,mac_count,memory_mb,gpu_memory_mb,complexity_rank,snn_accuracy_pct,ann_accuracy_pct,SCI
vgg9,cifar10,8,7,9,0.895,0.428256573737542,0.4667434262624579,127549291,12754.929123114536,98304,0.1297498486644952,1.8822865961619175,0.11875,11479.436210803084,552000000.0,2.0796080092034573e-05,12754,120000000,153.91150519477287,0.0,3,42.8256573737542,89.5,3.372860305945259e-07
vgg16,tiny_imagenet,4,7,16,0.561,0.1685881264692211,0.3924118735307789,231901801,23190.18014598846,196608,0.1179513557230044,1.866579900749912,0.23125,20871.162131389618,1426000000.0,1.4636158577412073e-05,23190,310000000,69.28553041537994,0.0,5,16.85881264692211,56.10000000000001,4.3158868669565854e-07
vgg11,cifar10,128,7,11,0.912,0.8725902591149234,0.0394097408850766,2421247719,242124.77197916113,131072,1.8472654112179652,39.645234942271216,0.15,217912.29478124503,736000000.0,0.0002960764874745,242124,160000000,132.23486097333057,0.0,3,87.25902591149234,91.2,4.2729051123952e-06
resnet18,mnist,2,7,18,0.995,0.1652550751437908,0.8297449248562092,20072878,2007.2878151056575,262144,0.0076571953396059,1.0622784420286195,0.2625,1806.5590335950917,2576000000.0,7.013039726689021e-07,2007,560000000,180.5373805955127,0.0,1,16.525507514379083,99.5,2.6850107555837217e-09
vgg11,cifar10,128,42,11,0.912,0.8732953965262229,0.0387046034737771,2402657851,240265.7851923062,131072,1.833082467592668,37.686056297453085,0.15,216239.2066730756,736000000.0,0.0002938032699362,240265,160000000,168.11277531542083,0.0,3,87.32953965262229,91.2,4.207543930011914e-06
vgg9,cifar10,4,123,9,0.895,0.2860189356146114,0.6089810643853886,65502413,6550.241356558208,98304,0.0666325007787903,0.9789790723182004,0.11875,5895.217220902387,552000000.0,1.067974134221447e-05,6550,120000000,59.36998516000598,0.0,3,28.60189356146114,89.5,1.7790446832559635e-07
resnet18,fashion_mnist,8,42,18,0.941,0.4572116007947797,0.4837883992052202,122593917,12259.39173855723,262144,0.0467658681432999,4.255932388996716,0.2625,11033.452564701509,2576000000.0,4.283172579464871e-06,12259,560000000,168.11340378299354,0.0,2,45.72116007947797,94.1,2.503828551078152e-08
vgg9,tiny_imagenet,16,123,9,0.498,0.2975471993111983,0.2004528006888017,566615998,56661.59987037208,98304,0.5763916002438566,3.9159162892728014,0.11875,50995.43988333487,552000000.0,9.2383043266911e-05,56661,120000000,112.51437530537942,0.0,5,29.754719931119826,49.8,3.3280506340007676e-06
vgg16,cifar100,4,123,16,0.721,0.2260135424261893,0.4949864575738106,163749144,16374.914470057523,196608,0.0832871219383622,1.8552822439545145,0.23125,14737.423023051771,1426000000.0,1.033479875389325e-05,16374,310000000,59.36998516000598,0.0,4,22.60135424261893,72.1,2.1518891100598524e-07
vgg16,fashion_mnist,64,7,16,0.939,0.911584853840014,0.0274151461599858,1071772730,107177.2730570821,196608,0.5451318006239935,29.86527841199859,0.23125,96459.5457513739,1426000000.0,6.764344021835476e-05,107177,310000000,88.0120516155954,0.0,2,91.1584853840014,93.89999999999999,5.761654744786436e-07
resnet18,cifar10,4,42,18,0.931,0.3017953913339752,0.6292046086660248,96997503,9699.75036498242,262144,0.0370016111945435,2.127966194498358,0.2625,8729.775328484178,2576000000.0,3.388887938076156e-06,9699,560000000,185.8406415035468,0.0,3,30.17953913339752,93.10000000000001,3.134857846664306e-08
vgg11,cifar100,64,123,11,0.692,0.6417565951091834,0.0502434048908165,1745674908,174567.4908334004,131072,1.3318442598983795,19.145559049129275,0.15,157110.74175006038,736000000.0,0.0002134656817256,174567,160000000,88.13089483558042,0.0,4,64.17565951091834,69.19999999999999,4.442235045180761e-06
vgg11,fashion_mnist,2,42,11,0.934,0.1481915904802714,0.7858084095197286,24198296,2419.8296615224504,131072,0.0184618351861759,0.5888446296477045,0.15,2177.8466953702055,736000000.0,2.9590308361008228e-06,2419,160000000,68.38482645108074,0.0,2,14.819159048027139,93.4,2.7314569803452862e-08
vgg9,cifar100,8,42,9,0.641,0.285260038718588,0.3557399612814119,182796833,18279.68337911192,98304,0.1859505552074373,1.919661503098082,0.11875,16451.71504120073,552000000.0,2.9803831596378133e-05,18279,120000000,168.11340378299354,0.0,4,28.5260038718588,64.1,6.927548790819346e-07
vgg9,mnist,16,123,9,0.993,0.643096724813626,0.349903275186374,112667794,11266.779413980305,98304,0.1146116069944285,3.9159162892728014,0.11875,10140.101472582275,552000000.0,1.8369749044533108e-05,11266,120000000,112.51437530537942,0.0,1,64.3096724813626,99.3,1.3158665362989424e-07
resnet18,cifar100,8,42,18,0.731,0.3412360973049922,0.3897639026950077,288676591,28867.659152799344,262144,0.1101213804351781,4.255932388996716,0.2625,25980.89323751941,2576000000.0,1.0085750480403495e-05,28867,560000000,168.11340378299354,0.0,4,34.12360973049922,73.1,1.3883209570334933e-07
vgg11,tiny_imagenet,2,123,11,0.531,0.0793294894283349,0.4516705105716651,82041041,8204.104177457502,131072,0.0625923475452995,0.5982987202852899,0.15,7383.693759711752,736000000.0,1.0032192608304013e-05,8204,160000000,177.76242254013096,0.0,5,7.93294894283349,53.1,3.1396924319017494e-07
vgg9,tiny_imagenet,32,7,9,0.498,0.3763838442845665,0.1216161557154334,1118293331,111829.33310714456,98304,1.1375868032546446,7.529146384647671,0.11875,100646.39979643012,552000000.0,0.0001823304344138,111829,120000000,125.25679357271122,0.0,5,37.63838442845665,49.8,6.481771750651597e-06
vgg9,fashion_mnist,32,42,9,0.928,0.736823048829831,0.191176951170169,315711585,31571.1585274273,98304,0.3211584322858408,7.678646012392328,0.11875,28414.04267468457,552000000.0,5.147471499037059e-05,31571,120000000,184.15674026583608,0.0,2,73.68230488298309,92.80000000000001,5.166105865208716e-07
resnet34,fashion_mnist,64,123,34,0.945,0.914707326110921,0.0302926738890789,1469659569,146965.95696389402,393216,0.3737537561134186,45.259247952986826,0.3625,132269.36126750463,3357999999.9999995,3.938932735780365e-05,146965,730000000,88.13089483558042,0.0,2,91.4707326110921,94.5,2.3002982891812732e-07
vgg9,tiny_imagenet,64,7,9,0.498,0.4502538442845665,0.0477461557154334,2236586662,223658.66621428911,98304,2.275173606509289,15.058292769295342,0.11875,201292.79959286025,552000000.0,0.0003646608688276,223658,120000000,88.0120516155954,0.0,5,45.02538442845665,49.8,1.2963543501303194e-05
vgg11,tiny_imagenet,64,42,11,0.531,0.4735031894685945,0.0574968105314055,2416901074,241690.10743587377,131072,1.84394918392848,18.843028148726543,0.15,217521.09669228637,736000000.0,0.0002955449683319,241690,160000000,197.3611783195003,0.0,5,47.350318946859446,53.1,8.515154737028055e-06
vgg16,fashion_mnist,8,7,16,0.939,0.4561698538400142,0.4828301461599857,133971591,13397.159132135264,196608,0.0681414750779991,3.733159801499824,0.23125,12057.443218921737,1426000000.0,8.455430027294345e-06,13397,310000000,153.91150519477287,0.0,2,45.61698538400142,93.89999999999999,7.202068430983046e-08
vgg16,fashion_mnist,16,123,16,0.939,0.6033969257141899,0.33560307428581,267461808,26746.18089134947,196608,0.1360381108161899,7.421128975818058,0.23125,24071.562802214525,1426000000.0,1.6880478823432345e-05,26746,310000000,112.51437530537942,0.0,2,60.33969257141899,93.89999999999999,1.435242780507773e-07
vgg11,fashion_mnist,128,7,11,0.934,0.9016204389156648,0.0323795610843353,1567040525,156704.05256111713,131072,1.1955570416344996,39.645234942271216,0.15,141033.64730500543,736000000.0,0.0001916218034035,156704,160000000,132.23486097333057,0.0,2,90.16204389156648,93.4,1.7898030967953436e-06
vgg9,cifar100,16,123,9,0.641,0.3933565401393837,0.2476434598606163,400216375,40021.63755915796,98304,0.4071211503006791,3.9159162892728014,0.11875,36019.47380324217,552000000.0,6.525266993340972e-05,40021,120000000,112.51437530537942,0.0,4,39.33565401393837,64.1,1.660358877717519e-06
vgg16,cifar10,4,123,16,0.931,0.3015408299499352,0.6294591700500648,107698833,10769.883303578536,196608,0.0547784591856818,1.8552822439545145,0.23125,9692.894973220682,1426000000.0,6.797261552048164e-06,10769,310000000,59.36998516000598,0.0,3,30.15408299499352,93.10000000000001,9.30858786258187e-08
resnet18,tiny_imagenet,32,42,18,0.612,0.4643949148328083,0.1476050851671916,1691141399,169114.13994069412,262144,0.6451192472102895,17.023729555986865,0.2625,152202.7259466247,2576000000.0,5.908490914077046e-05,169114,560000000,184.15674026583608,0.0,5,46.43949148328083,61.199999999999996,1.1911503783244434e-06
resnet34,cifar10,32,42,34,0.941,0.7592777260541824,0.1817222739458175,1164670892,116467.08924732762,393216,0.296191124591389,22.977862561110655,0.3625,104820.38032259486,3357999999.9999995,3.1215122192553566e-05,116467,730000000,184.15674026583608,0.0,3,75.92777260541824,94.1,2.8892631707718954e-07
vgg11,mnist,64,123,11,0.994,0.9712422977034336,0.0227577022965664,504351264,50435.12648819143,131072,0.3847894782119097,19.145559049129275,0.15,45391.61383937229,736000000.0,6.167338836871234e-05,50435,160000000,88.13089483558042,0.0,1,97.12422977034336,99.4,3.7080110828058264e-07
vgg16,cifar100,8,42,16,0.721,0.3375441720317535,0.3834558279682464,302596470,30259.647035370228,196608,0.1539085237394725,3.617202895712772,0.23125,27233.682331833206,1426000000.0,1.909795394939215e-05,30259,310000000,168.11340378299354,0.0,4,33.75441720317535,72.1,3.6741723734942203e-07
vgg16,fashion_mnist,32,7,16,0.939,0.759779853840014,0.1792201461599859,535886365,53588.63652854105,196608,0.2725659003119967,14.932639205999296,0.23125,48229.77287568695,1426000000.0,3.382172010917738e-05,53588,310000000,125.25679357271122,0.0,2,75.9779853840014,93.89999999999999,2.880827372393218e-07
resnet34,tiny_imagenet,1,7,34,0.641,0.05,0.591,78919181,7891.9181800386195,393216,0.0200701858012863,0.6986406887540634,0.3625,7102.726362034758,3357999999.9999995,2.115165682559487e-06,7891,730000000,99.0458414908341,0.0,5,5.0,64.1,4.2451768249473604e-08
vgg16,cifar10,128,7,16,0.931,0.8905371926053206,0.0404628073946794,3357383973,335738.3973233294,196608,1.7076537949794994,59.73055682399718,0.23125,302164.5575909965,1426000000.0,0.0002118966042012,335738,310000000,132.23486097333057,0.0,3,89.05371926053206,93.10000000000001,2.8269221899027363e-06
vgg11,cifar100,2,123,11,0.692,0.1054565951091833,0.5865434048908166,54552340,5455.2340885437625,131072,0.0416201331218243,0.5982987202852899,0.15,4909.710679689387,736000000.0,6.670802553925797e-06,5455,160000000,177.76242254013096,0.0,4,10.54565951091833,69.19999999999999,1.3881984516189877e-07
vgg11,mnist,16,42,11,0.994,0.6499089311193569,0.3440910688806431,131837676,13183.767663605006,131072,0.1005841649139786,4.710757037181636,0.15,11865.390897244506,736000000.0,1.6121455023430034e-05,13183,160000000,96.35177008493672,0.0,1,64.99089311193569,99.4,1.0134769317062348e-07
vgg11,fashion_mnist,4,123,11,0.934,0.299066659020251,0.6349333409797491,50011477,5001.147706166193,131072,0.0381557289593978,1.1965974405705797,0.15,4501.032935549573,736000000.0,6.11553387982279e-06,5001,160000000,59.36998516000598,0.0,2,29.906665902025097,93.4,5.833566329013326e-08
resnet34,cifar100,4,42,34,0.751,0.2416698639636674,0.5093301360363326,201783235,20178.323582032303,393216,0.05131613052885,2.872232820138832,0.3625,18160.49122382907,3357999999.9999995,5.4081272256787e-06,20178,730000000,185.8406415035468,0.0,4,24.16698639636674,75.1,6.938104065738897e-08
vgg16,mnist,2,123,16,0.995,0.168273398342897,0.826726601657103,22538081,2253.8081751990026,196608,0.0114634611775665,0.9276411219772572,0.23125,2028.4273576791024,1426000000.0,1.4224595776150788e-06,2253,310000000,177.76242254013096,0.0,1,16.827339834289702,99.5,8.153155072324079e-09
resnet34,fashion_mnist,8,42,34,0.945,0.456388468001996,0.4886115319980039,186760938,18676.09389418933,393216,0.0474957628738131,5.744465640277664,0.3625,16808.484504770397,3357999999.9999995,5.00550461726337e-06,18676,730000000,168.11340378299354,0.0,2,45.6388468001996,94.5,2.9717532545664767e-08
resnet18,mnist,8,123,18,0.995,0.4881905996358331,0.5068094003641668,85728329,8572.832978263978,262144,0.0327027625208434,4.073360778944723,0.2625,7715.54968043758,2576000000.0,2.995166801412104e-06,8572,560000000,146.96952953698002,0.0,1,48.819059963583314,99.5,1.2243778577111778e-08
vgg9,fashion_mnist,1,42,9,0.928,0.05,0.878,9865987,986.5987039821032,98304,0.0100362010089325,0.2399576878872602,0.11875,887.9388335838928,552000000.0,1.6085848434490811e-06,986,120000000,147.8448894051366,0.0,2,5.0,92.80000000000001,1.6144080828777244e-08
vgg11,mnist,8,7,11,0.994,0.4811018564640403,0.5128981435359596,64797923,6479.792337892478,131072,0.0494368922263525,2.477827183891951,0.15,5831.81310410323,736000000.0,7.92365910883591e-06,6479,160000000,153.91150519477287,0.0,1,48.11018564640403,99.4,4.896513517523468e-08
vgg16,cifar10,2,42,16,0.931,0.1446783739430365,0.7863216260569635,52983742,5298.374206199638,196608,0.0269489247955303,0.9043007239281928,0.23125,4768.536785579675,1426000000.0,3.343994940799211e-06,5298,310000000,68.38482645108074,0.0,3,14.46783739430365,93.10000000000001,4.5058534088116014e-08
resnet18,fashion_mnist,4,7,18,0.941,0.302916979715647,0.6380830202843529,63307681,6330.768172217235,262144,0.0241499640358628,2.124556884057239,0.2625,5697.691354995512,2576000000.0,2.211836706131798e-06,6330,560000000,69.28553041537994,0.0,2,30.2916979715647,94.1,1.3353944226571075e-08
vgg11,cifar10,1,42,11,0.912,0.05,0.862,18770764,1877.0764468148925,131072,0.0143209567780677,0.2944223148238522,0.15,1689.368802133403,736000000.0,2.2953380463769064e-06,1877,160000000,147.8448894051366,0.0,3,5.0,91.2,3.2871436953218086e-08
resnet18,fashion_mnist,128,42,18,0.941,0.9135966007947796,0.0274033992052203,1961502678,196150.26781691567,262144,0.7482538902927997,68.09491822394746,0.2625,176535.2410352241,2576000000.0,6.853076127143793e-05,196150,560000000,168.11277531542083,0.0,2,91.35966007947796,94.1,4.0061256817250433e-07
resnet34,mnist,16,42,34,0.996,0.6555251172062887,0.3404748827937113,249101171,24910.117175908552,393216,0.0633497039182244,11.488931280555327,0.3625,22419.105458317696,3357999999.9999995,6.676326819034455e-06,24910,730000000,96.35177008493672,0.0,1,65.55251172062887,99.6,2.6433957952945884e-08
vgg16,cifar100,32,123,16,0.721,0.5612785424261894,0.1597214575738106,1309993157,130999.3157604602,196608,0.666296975506898,14.842257951636116,0.23125,117899.3841844142,1426000000.0,8.2678390031146e-05,130999,310000000,96.72197418224766,0.0,4,56.12785424261894,72.1,1.7215112880478826e-06
resnet34,cifar100,32,123,34,0.751,0.592777271404599,0.1582227285954009,1693369759,169336.97592519753,393216,0.4306461993540383,22.629623976493413,0.3625,152403.2783326778,3357999999.9999995,4.53851335118159e-05,169336,730000000,96.72197418224766,0.0,4,59.2777271404599,75.1,6.107792266887225e-07
resnet18,fashion_mnist,16,42,18,0.941,0.6093399341281128,0.3316600658718871,245187834,24518.78347711446,262144,0.0935317362865999,8.511864777993432,0.2625,22066.905129403018,2576000000.0,8.566345158929742e-06,24518,560000000,96.35177008493672,0.0,2,60.93399341281128,94.1,5.007657102156304e-08
vgg11,tiny_imagenet,2,7,11,0.531,0.0829919077726872,0.4480080922273127,78411915,7841.191515312804,131072,0.0598235436654114,0.6194567959729878,0.15,7057.072363781524,736000000.0,9.588413537746636e-06,7841,160000000,180.5373805955127,0.0,5,8.29919077726872,53.1,2.8680643797870385e-07
vgg11,tiny_imagenet,16,7,11,0.531,0.3219419077726873,0.2090580922273127,627295321,62729.53212250243,131072,0.4785883493232912,4.955654367783902,0.15,56456.57891025219,736000000.0,7.670730830197309e-05,62729,160000000,154.08996209860464,0.0,5,32.19419077726873,53.1,2.294451503829631e-06
vgg11,tiny_imagenet,8,7,11,0.531,0.2422919077726873,0.2887080922273127,313647660,31364.766061251215,131072,0.2392941746616456,2.477827183891951,0.15,28228.289455126094,736000000.0,3.835365415098654e-05,31364,160000000,153.91150519477287,0.0,5,24.22919077726873,53.1,1.1472257519148154e-06
vgg16,fashion_mnist,4,42,16,0.939,0.3004988874816607,0.6385011125183392,66015970,6601.597022794223,196608,0.0335774588154816,1.808601447856386,0.23125,5941.437320514801,1426000000.0,4.166505834863114e-06,6601,310000000,185.8406415035468,0.0,2,30.04988874816607,93.89999999999999,3.4975169518645094e-08
vgg11,cifar10,64,123,11,0.912,0.8719277602540213,0.0400722397459787,1220444832,122044.48326118474,131072,0.931125513162115,19.145559049129275,0.15,109840.03493506627,736000000.0,0.0001492391779009,122044,160000000,88.13089483558042,0.0,3,87.19277602540213,91.2,2.171256345419884e-06
vgg11,cifar10,4,7,11,0.912,0.2889102591149234,0.6230897408850766,75663991,7566.399124348785,131072,0.0577270441005614,1.2389135919459755,0.15,6809.759211913907,736000000.0,9.25239023357868e-06,7566,160000000,69.28553041537994,0.0,3,28.891025911492342,91.2,1.3352828476235e-07
resnet18,cifar10,64,7,18,0.931,0.901173296863669,0.029826703136331,1537795130,153779.51300554618,262144,0.5866222877714011,33.992910144915825,0.2625,138401.56170499156,2576000000.0,5.372731432647187e-05,153779,560000000,88.0120516155954,0.0,3,90.1173296863669,93.10000000000001,4.924631257188768e-07
vgg11,tiny_imagenet,8,123,11,0.531,0.2386294894283349,0.2923705105716651,328164167,32816.41670983001,131072,0.2503693901811982,2.3931948811411594,0.15,29534.77503884701,736000000.0,4.012877043321604e-05,32816,160000000,146.96952953698002,0.0,5,23.86294894283349,53.1,1.2558769727606998e-06
vgg9,tiny_imagenet,32,123,9,0.498,0.3714171993111982,0.1265828006888017,1133231997,113323.19974074417,98304,1.1527832004877132,7.831832578545603,0.11875,101990.87976666974,552000000.0,0.0001847660865338,113323,120000000,96.72197418224766,0.0,5,37.14171993111982,49.8,6.656101268001535e-06
resnet18,fashion_mnist,2,42,18,0.941,0.1529549341281129,0.7880450658718869,30648479,3064.8479346393074,262144,0.0116914670358249,1.063983097249179,0.2625,2758.3631411753768,2576000000.0,1.0707931448662177e-06,3064,560000000,68.38482645108074,0.0,2,15.29549341281129,94.1,6.25957137769538e-09
resnet34,tiny_imagenet,16,7,34,0.641,0.3984980501215775,0.2425019498784225,1262706908,126270.69088061793,393216,0.3211229728205818,11.178251020065014,0.3625,113643.62179255612,3357999999.9999995,3.3842650920951795e-05,126270,730000000,154.08996209860464,0.0,5,39.84980501215775,64.1,6.792282919915778e-07
vgg11,mnist,2,7,11,0.994,0.1563951897973736,0.8376048102026263,16199480,1619.9480844731197,131072,0.0123592230565881,0.6194567959729878,0.15,1457.9532760258076,736000000.0,1.9809147772089775e-06,1619,160000000,180.5373805955127,0.0,1,15.63951897973736,99.4,1.2241283793808672e-08
vgg11,cifar100,128,42,11,0.692,0.64016568400286,0.0518343159971399,3482342601,348234.26013223006,131072,2.656816559846726,37.686056297453085,0.15,313410.83411900705,736000000.0,0.0004258299376616,348234,160000000,168.11277531542083,0.0,4,64.016568400286,69.19999999999999,8.838687734828817e-06
vgg11,cifar100,1,123,11,0.692,0.05,0.6419999999999999,27276170,2727.6170442718812,131072,0.0208100665609121,0.2991493601426449,0.15,2454.8553398446934,736000000.0,3.3354012769628984e-06,2727,160000000,167.78796710583768,0.0,4,5.0,69.19999999999999,6.940992258094938e-08
vgg9,cifar100,2,42,9,0.641,0.0886867053852547,0.5523132946147453,45699208,4569.92084477798,98304,0.0464876388018593,0.4799153757745205,0.11875,4112.928760300182,552000000.0,7.450957899094533e-06,4569,120000000,68.38482645108074,0.0,4,8.86867053852547,64.1,1.7318871977048366e-07
vgg9,mnist,32,123,9,0.993,0.803631724813626,0.189368275186374,225335588,22533.55882796061,98304,0.2292232139888571,7.831832578545603,0.11875,20280.20294516455,552000000.0,3.6739498089066216e-05,22533,120000000,96.72197418224766,0.0,1,80.3631724813626,99.3,2.6317330725978847e-07
vgg9,fashion_mnist,4,7,9,0.928,0.2944258794335757,0.6335741205664244,40527228,4052.7228678056017,98304,0.0412264289124105,0.9411432980809588,0.11875,3647.450581025041,552000000.0,6.607700327943915e-06,4052,120000000,69.28553041537994,0.0,2,29.442587943357566,92.80000000000001,6.810297196112284e-08
resnet18,cifar100,2,42,18,0.731,0.1121894306383255,0.6188105693616744,72169147,7216.914788199836,262144,0.0275303451087945,1.063983097249179,0.2625,6495.223309379852,2576000000.0,2.5214376201008742e-06,7216,560000000,68.38482645108074,0.0,4,11.21894306383255,73.1,3.470802392583733e-08
vgg9,tiny_imagenet,128,123,9,0.498,0.4452871993111982,0.0527128006888017,4532927989,453292.7989629766,98304,4.611132801950853,31.32733031418241,0.11875,407963.51906667894,552000000.0,0.0007390643461352,453292,120000000,132.65534018039196,0.0,5,44.528719931119824,49.8,2.6624405072006138e-05
vgg9,cifar100,4,7,9,0.641,0.1954434339805703,0.4455565660194296,95672493,9567.249394774031,98304,0.0973230936154585,0.9411432980809588,0.11875,8610.52445529663,552000000.0,1.559877618713158e-05,9567,120000000,69.28553041537994,0.0,4,19.54434339805703,64.1,3.795302887866977e-07
resnet34,cifar10,4,7,34,0.941,0.3016882253448522,0.6393117746551478,144244864,14424.486484330544,393216,0.0366833660998803,2.7945627550162535,0.3625,12982.03783589749,3357999999.9999995,3.866002929093953e-06,14424,730000000,69.28553041537994,0.0,3,30.16882253448522,94.1,3.5454500197790784e-08
vgg16,mnist,1,123,16,0.995,0.05,0.945,11269040,1126.9040875995013,196608,0.0057317305887832,0.4638205609886286,0.23125,1014.2136788395512,1426000000.0,7.112297888075394e-07,1126,310000000,167.78796710583768,0.0,1,5.0,99.5,4.076577536162039e-09
vgg11,fashion_mnist,8,42,11,0.934,0.4501849238136048,0.4838150761863952,96793186,9679.3186460898,131072,0.0738473407447036,2.355378518590818,0.15,8711.386781480822,736000000.0,1.1836123344403293e-05,9679,160000000,168.11340378299354,0.0,2,45.01849238136048,93.4,1.092582792138114e-07
resnet18,mnist,8,42,18,0.995,0.4884780858773631,0.5065219141226369,83589870,8358.987076978567,262144,0.0318870051459448,4.255932388996716,0.2625,7523.08836928071,2576000000.0,2.920453559503381e-06,8358,560000000,168.11340378299354,0.0,1,48.84780858773631,99.5,1.1640564710047159e-08
resnet34,mnist,64,7,34,0.996,0.9824935356865964,0.0135064643134035,1010034405,101003.44051220833,393216,0.2568650322270923,44.713004080260056,0.3625,90903.0964609875,3357999999.9999995,2.707060645056209e-05,101003,730000000,88.0120516155954,0.0,1,98.24935356865964,99.6,1.0864831559891508e-07
resnet34,cifar100,32,42,34,0.751,0.5983948639636675,0.1526051360363325,1614265886,161426.58865625842,393216,0.4105290442308004,22.977862561110655,0.3625,145283.9297906326,3357999999.9999995,4.32650178054296e-05,161426,730000000,184.15674026583608,0.0,4,59.839486396366745,75.1,5.550483252591118e-07
vgg11,tiny_imagenet,16,123,11,0.531,0.3182794894283349,0.2127205105716651,656328334,65632.83341966002,131072,0.5007387803623964,4.786389762282319,0.15,59069.55007769402,736000000.0,8.025754086643209e-05,65632,160000000,112.51437530537942,0.0,5,31.82794894283349,53.1,2.5117539455213995e-06
vgg9,mnist,64,7,9,0.993,0.9703032753721708,0.0226967246278292,460530413,46053.04135280189,98304,0.4684757624593291,15.058292769295342,0.11875,41447.7372175217,552000000.0,7.508648046652482e-05,46053,120000000,88.0120516155954,0.0,1,97.03032753721708,99.3,5.496280654209804e-07
vgg9,cifar10,16,7,9,0.895,0.5699649070708754,0.3250350929291246,255098582,25509.858246229072,98304,0.2594996973289904,3.764573192323835,0.11875,22958.872421606167,552000000.0,4.1592160184069145e-05,25509,120000000,154.08996209860464,0.0,3,56.996490707087546,89.5,6.745720611890518e-07
resnet18,mnist,64,42,18,0.995,0.9760280858773632,0.0189719141226368,668718966,66871.89661582853,262144,0.2550960411675588,34.04745911197373,0.2625,60184.70695424568,2576000000.0,2.336362847602705e-05,66871,560000000,197.3611783195003,0.0,1,97.60280858773632,99.5,9.312451768037727e-08
vgg11,mnist,8,42,11,0.994,0.4875555977860236,0.5064444022139765,65918838,6591.883831802503,131072,0.0502920824569893,2.355378518590818,0.15,5932.695448622253,736000000.0,8.060727511715017e-06,6591,160000000,168.11340378299354,0.0,1,48.75555977860236,99.4,5.067384658531174e-08
vgg16,fashion_mnist,2,7,16,0.939,0.1525598538400141,0.7864401461599858,33492897,3349.2897830338156,196608,0.0170353687694997,0.933289950374956,0.23125,3014.360804730434,1426000000.0,2.1138575068235862e-06,3349,310000000,180.5373805955127,0.0,2,15.255985384001411,93.89999999999999,1.8005171077457612e-08
resnet34,cifar10,64,7,34,0.941,0.9102015586781856,0.0307984413218144,2307917837,230791.7837492887,393216,0.5869338575980853,44.713004080260056,0.3625,207712.60537435985,3357999999.9999995,6.185604686550324e-05,230791,730000000,88.0120516155954,0.0,3,91.02015586781856,94.1,5.672720031646525e-07
vgg11,cifar100,2,42,11,0.692,0.1038656840028599,0.58813431599714,54411603,5441.160314566095,131072,0.041512758747605,0.5888446296477045,0.15,4897.044283109485,736000000.0,6.653592775963974e-06,5441,160000000,68.38482645108074,0.0,4,10.386568400285991,69.19999999999999,1.3810449585670027e-07
resnet34,cifar100,32,7,34,0.751,0.5936563060406904,0.1573436939593095,1675525118,167552.51180746456,393216,0.4261080724270237,22.356502040130028,0.3625,150797.2606267181,3357999999.9999995,4.490686736948128e-05,167552,730000000,125.25679357271122,0.0,4,59.36563060406904,75.1,5.979743341733023e-07
resnet34,cifar100,1,7,34,0.751,0.05,0.701,52360159,5236.015993983267,393216,0.0133158772633444,0.6986406887540634,0.3625,4712.414394584941,3357999999.9999995,1.40333960529629e-06,5236,730000000,99.0458414908341,0.0,4,5.0,75.1,1.8686697942915697e-08
resnet34,cifar100,64,7,34,0.751,0.7125646393740237,0.0384353606259763,3351050236,335105.0236149291,393216,0.8522161448540474,44.713004080260056,0.3625,301594.5212534362,3357999999.9999995,8.981373473896256e-05,335105,730000000,88.0120516155954,0.0,4,71.25646393740237,75.1,1.1959486683466046e-06
resnet34,fashion_mnist,2,42,34,0.945,0.1508384680019959,0.794161531998004,46690234,4669.023473547332,393216,0.0118739407184532,1.436116410069416,0.3625,4202.121126192599,3357999999.9999995,1.2513761543158426e-06,4669,730000000,68.38482645108074,0.0,2,15.083846800199591,94.5,7.429383136416192e-09
vgg16,mnist,16,7,16,0.995,0.6520275878738031,0.3429724121261969,179507577,17950.757781207623,196608,0.0913022754984925,7.466319602999648,0.23125,16155.682003086862,1426000000.0,1.1329370268644365e-05,17950,310000000,154.08996209860464,0.0,1,65.2027587873803,99.5,6.464983034326238e-08
resnet18,tiny_imagenet,16,7,18,0.612,0.3801481507986367,0.2318518492013632,861681151,86168.11510719052,262144,0.3287052730834599,8.498227536228956,0.2625,77551.30359647147,2576000000.0,3.0105319719127123e-05,86168,560000000,154.08996209860464,0.0,5,38.014815079863666,61.199999999999996,6.184860837212845e-07
resnet34,cifar10,32,7,34,0.941,0.7580732253448521,0.1829267746551478,1153958918,115395.89187464437,393216,0.2934669287990426,22.356502040130028,0.3625,103856.30268717992,3357999999.9999995,3.092802343275162e-05,115395,730000000,125.25679357271122,0.0,3,75.80732253448521,94.1,2.836360015823264e-07
vgg11,tiny_imagenet,1,123,11,0.531,0.05,0.481,41020520,4102.052088728751,131072,0.0312961737726497,0.2991493601426449,0.15,3691.846879855876,736000000.0,5.0160963041520054e-06,4102,160000000,167.78796710583768,0.0,5,5.0,53.1,1.5698462159508747e-07
vgg9,mnist,32,42,9,0.993,0.8027776382611147,0.1902223617388853,220968239,22096.823944059644,98304,0.2247805170090702,7.678646012392328,0.11875,19887.14154965368,552000000.0,3.6027430343575505e-05,22096,120000000,184.15674026583608,0.0,1,80.27776382611147,99.3,2.5307076309803654e-07
